source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-438	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 438	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Placenta_Gel_Velos_14_f04.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-439	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 439	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_Gel_Velos_2_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-440	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 440	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Ovary_bRP_Elite_25_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-441	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 441	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_bRP_Velos_10_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-442	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 442	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_Gel_Elite_63_f22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-443	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 443	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_bRP_Elite_33_f25.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-444	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 444	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_bRP_Elite_75_f15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-445	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 445	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Velos_11_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-446	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 446	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD8Tcells_Gel_Elite_44_f08.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-447	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 447	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Testis_Gel_Elite_69_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-448	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 448	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Frontalcortex_bRP_Elite_38_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-449	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 449	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_bRP_Velos_31_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-450	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 450	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-451	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 451	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_NKcells_Gel_Elite_78_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-452	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 452	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_Gel_Velos_32_f32.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-453	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 453	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_Gel_Velos_73_f16.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-454	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 454	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD8Tcells_bRP_Elite_77_f25.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-455	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 455	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f10.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-456	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 456	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Gut_Gel_Velos_72_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-457	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 457	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_Gel_Elite_60_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-458	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 458	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Elite_83_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-459	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 459	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_NKcells_Gel_Velos_47_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-460	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 460	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD4Tcells_Gel_Velos_30_f26.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-461	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 461	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_bRP_Elite_19_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-462	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 462	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Gallbladder_Gel_Elite_52_f16.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-463	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 463	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_Gel_Elite_63_f25.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-464	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 464	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Kidney_bRP_Velos_8_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-465	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 465	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_bRP_Elite_20_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-466	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 466	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_bRP_Elite_19_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-467	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 467	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Gallbladder_Gel_Elite_52_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-468	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 468	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_Gel_Elite_60_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-469	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 469	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_bRP_Elite_22_f18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-470	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 470	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Colon_bRP_Elite_50_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-471	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 471	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_bRP_Elite_75_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-472	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 472	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Velos_11_f24.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-473	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 473	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_Gel_Velos_32_f29.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-474	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 474	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Gallbladder_Gel_Elite_52_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
