source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-103	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-104	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-105	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171025_JMM_VC146_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-106	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171113_JMM_CN405_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-107	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_EC405_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-108	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_EC405_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-109	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-110	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171113_JMM_CN405_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-111	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_EC405_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-112	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171025_JMM_VC146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-113	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-114	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_A405_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-115	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-116	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-117	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-118	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_A383_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-119	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_MFG383_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-120	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171113_JMM_CN405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-121	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-122	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171025_JMM_VC146_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-123	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-124	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_A405_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-125	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 125	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171113_JMM_CN405_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
