source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-406	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 406	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate2A_12_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-407	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 407	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-408	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 408	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_47_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-409	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 409	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_41_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-410	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 410	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_29_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-411	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 411	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_10_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-412	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 412	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_15_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-413	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 413	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_29_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-414	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 414	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_14_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-415	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 415	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_43_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-416	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 416	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-417	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 417	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_39_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-418	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 418	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_22_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-419	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 419	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_05_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-420	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 420	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_51_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-421	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 421	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_19_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-422	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 422	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_03_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-423	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 423	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_25_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-424	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 424	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_06_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-425	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 425	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_40_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-426	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 426	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_02_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-427	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 427	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_45_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-428	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 428	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_49_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-429	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 429	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_14_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-430	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 430	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_05_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-431	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 431	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_25_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-432	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 432	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_16_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-433	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 433	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_20_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-434	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 434	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_20_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-435	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 435	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_25_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-436	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 436	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_52_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-437	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 437	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_16_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
