source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000281-Sample-149	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-150	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-151	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-152	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-153	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr13.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-154	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr13.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-155	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr13.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-156	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr13.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-157	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-158	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-159	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-160	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-161	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-162	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-163	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-164	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-165	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-166	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-167	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-168	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-169	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr14.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-170	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr14.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-171	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr14.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-172	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr14.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-173	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-174	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-175	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-176	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-177	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-178	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-179	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-180	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-181	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
