source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000376-Sample-183	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 183	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	D1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-184	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 184	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-185	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 185	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-186	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 186	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B32.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-187	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 187	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-188	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 188	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_rerun_b8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-189	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 189	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-190	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 190	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	CD4_IG_core_8.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-191	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 191	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-192	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 192	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_rerun_b12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-193	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 193	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-194	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 194	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_nuclear_RPLC_B8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-195	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 195	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_SCX_later_Elite_f8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-196	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 196	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	A12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-197	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 197	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	NaiveCD4T_nuclear_f6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-198	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 198	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_rerun_b9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-199	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 199	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-200	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 200	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	D4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-201	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 201	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B59.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-202	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 202	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B47.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-203	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 203	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_SCX_later_Elite_f4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-204	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 204	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_nuclear_RPLC_B10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-205	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 205	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-206	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 206	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-207	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 207	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_rerun_b10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-208	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 208	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-209	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 209	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	A2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-210	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 210	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	A4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-211	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 211	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-212	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 212	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-213	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 213	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	CD4_IG_core_1.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-214	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 214	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-215	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 215	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-216	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 216	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	NaiveCD4T_nuclear_f11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-217	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 217	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-218	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 218	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-219	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 219	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-220	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 220	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B58.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
