accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,spectral_file_types,existing_PRIDE_SDRF,HAMLETstore,HAMLETmeti,HAMLETmeta,HAMLETjudge
PXD014067,31547042.0,PMC6835481,12,Homo sapiens (human); Triticum aestivum (wheat),9606; 4565,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013669,31368592.0,PMC6717914,12,Saccharomyces cerevisiae (baker's yeast); Arabidopsis thaliana (mouse-ear cress),4932; 3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014273,32068530.0,PMC7377259,12,Galleria mellonella,7137,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013953,31238496.0,PMC6627887,12,Bordetella pertussis (strain tohama i / atcc baa-589 / nctc 13251),257313,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014195,31239312.0,PMC6599969,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013631,31495318.0,PMC6745481,12,Minona ileanae,60013,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013479,31018578.0,PMC6514749,12,Pisum sativum (garden pea),3888,Shotgun proteomics,CC BY,GZ;MGF;MZML;RAW,False,False,False,False,False
PXD014027,32038602.0,PMC6989483,12,Pseudomonas pseudoalcaligenes cect 5344; Bacteria,1182590; 2,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014986,31690592.0,PMC6832020,12,Japanese encephalitis virus group; Mus musculus (mouse),11071; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015325,31772124.0,PMC7263400,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,author_manuscript,RAW;TGZ,False,False,False,False,False
PXD015106,31740681.0,PMC6861284,12,Legionella pneumophila subsp. pneumophila; Mus musculus (mouse),91891; 10090,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD017054,32179749.0,PMC7076002,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW;TGZ,False,False,False,False,False
PXD015079,32151270.0,PMC7063821,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;MZML;RAW,False,False,False,False,False
PXD016431,31980649.0,PMC6981206,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016274,31998344.0,PMC6965072,12,Xanthomonas axonopodis pv. glycines str. 8ra,1401257,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015180,32086375.0,PMC7124463,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW;XML,False,False,False,False,False
PXD012029,32313017.0,PMC7170903,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD013616,32201722.0,PMC7069697,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD013742,34613784.0,PMC8694076,12,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY-NC-SA,MZXML;RAW,False,False,False,False,False
PXD014097,32269263.0,PMC7142081,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009848,32257229.0,PMC7109090,12,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD009456,32257229.0,PMC7109090,12,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD009037,31822788.0,PMC7031253,12,Mimiviridae; Unclassified virophages,549779; 552364,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014967,31455003.0,PMC6769472,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD017935,32332720.0,PMC7181671,12,Salmonella enterica subsp. enterica serovar typhimurium str. sl1344,216597,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD018294,32368190.0,PMC7189645,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015559,32128117.0,PMC7042732,12,Tubastraea coccinea,46700,Shotgun proteomics,CC BY,CSV;RAW,False,False,False,False,False
PXD013171,32407090.0,PMC8112159,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD016373,32418125.0,PMC8217011,12,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007925,30454645.0,PMC6247954,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD013423,31081165.0,PMC6893913,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW;ZIP,False,False,False,False,False
PXD014450,32264835.0,PMC7137321,12,Staphylococcus haemolyticus,1283,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014755,31551296.0,PMC6864030,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD015801,31685918.0,PMC6828748,12,Platyhelminthes; Brassica oleracea var. botrytis (cauliflower); Echinococcus granulosus,6157; 3715; 6210,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015538,32291305.0,PMC7157823,12,Streptomyces coelicolor a3(2),100226,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015809,32411114.0,PMC7198775,12,Toxoplasma gondii,5811,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018027,32636248.0,PMC7343991,12,Candida albicans (yeast),5476,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018993,32586033.0,PMC7352395,12,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018775,32582109.0,PMC7287035,12,Paracoccidioides brasiliensis (strain pb18),502780,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017107,32639540.0,PMC7537385,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,RAW,False,False,False,False,False
PXD015482,32807798.0,PMC7431864,12,Human gut metagenome,408170,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015130,32716134.0,PMC7459426,12,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019254,32641473.0,PMC8015011,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019252,32641473.0,PMC8015011,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015056,32447284.0,PMC8015003,12,Pseudomonas aeruginosa,287,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD020128,32792488.0,PMC7426941,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019836,32708184.0,PMC7409160,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD020450,32759763.0,PMC7472363,12,Naja mossambica; Naja pallida,8644; 8658,Shotgun proteomics,CC BY,APL;RAW,False,False,False,False,False
PXD021034,32804083.0,PMC7470841,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019107,32910906.0,PMC7572876,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MGF;MZML;RAW,False,False,False,False,False
PXD020119,32753727.0,PMC7403387,12,Macaca mulatta (rhesus macaque),9544,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011926,32175818.0,PMC8575076,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD020530,33028848.0,PMC7541484,12,Crocuta,9677,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD018929,33139797.0,PMC7851402,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021751,33167340.0,PMC7694389,12,Sus scrofa (pig),9823,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016343,33320415.0,PMC7737663,12,Mycoplasma pneumoniae (strain atcc 29342 / m129),272634,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019532,32729659.0,PMC7511870,12,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017868,32645368.0,PMC7416808,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD020408,33428654.0,PMC7799788,12,Aedes aegypti,7159,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021973,33238539.0,PMC7700171,12,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD019495,33301708.0,PMC8064125,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,MZXML;RAW,False,False,False,False,False
PXD022171,33398338.0,PMC7826276,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014134,33355532.0,PMC7813545,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022268,33328637.0,PMC7612440,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD023647,33541434.0,PMC7863244,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018025,33550886.0,PMC7889221,12,Helicobacter hepaticus,32025,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022866,33597936.0,PMC7882547,12,Staphylococcus epidermidis,1282,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD020390,33637999.0,PMC7910237,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD021868,33330584.0,PMC7732495,12,Bifidobacterium longum subsp. infantis (strain atcc 15697 / dsm 20088 / jcm 1222 / nctc 11817 / s12),391904,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD019995,33916015.0,PMC8036732,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD022111,33854239.0,PMC8246597,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD013613,33890134.0,PMC8166681,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;MZML;RAW,False,False,False,False,False
PXD019520,34257281.0,PMC8277783,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025397,34354063.0,PMC8342542,12,Homo sapiens (human); Mus musculus (mouse); Sus scrofa domesticus (domestic pig),9606; 10090; 9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023041,33561017.0,PMC8021123,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024790,34109180.0,PMC8180863,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD021726,33542435.0,PMC7862668,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017903,34253062.0,PMC8406309,12,Haloferax volcanii (halobacterium volcanii),2246,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023094,33936167.0,PMC8082496,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013824,33101026.0,PMC7546765,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009960,32429845.0,PMC7236355,12,Bacillus cereus,1396,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD011062,31941829.0,PMC7116365,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MZML;RAW,False,False,False,False,False
PXD012125,33948126.0,PMC8053764,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD012218,33948126.0,PMC8053764,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD013138,34446760.0,PMC8390676,12,Paracoccus denitrificans pd1222,318586,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013861,33475132.0,PMC8112839,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD014309,32031398.0,PMC7441748,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD016069,32887355.0,PMC7503830,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014757,31763849.0,PMC7415006,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD015126,31928012.0,PMC7700759,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD017245,33431863.0,PMC7801485,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021279,33490242.0,PMC7789479,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019464,32760414.0,PMC7372113,12,Triticum aestivum (wheat),4565,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD018260,32344885.0,PMC7246457,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019428,33660780.0,PMC8034651,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,DTA;RAW,False,False,False,False,False
PXD016847,33510219.0,PMC7843641,12,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019454,32736136.0,PMC7487766,12,Plasmodium berghei,5821,Shotgun proteomics,CC BY,APL;RAW,False,False,False,False,False
PXD018839,32483148.0,PMC7264245,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019418,32714345.0,PMC7343901,12,Nicotiana tabacum (common tobacco),4097,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019546,33101318.0,PMC7546375,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018982,34316033.0,PMC9209332,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD021312,33311497.0,PMC7732845,12,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD021302,33910518.0,PMC8082894,12,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD021503,33795774.0,PMC8016957,12,Zea mays (maize),4577,Shotgun proteomics,CC BY,MGF;RAW;TXT,False,False,False,False,False
PXD022099,33495453.0,PMC7835362,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022183,33334074.0,PMC7765520,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023610,33758928.0,PMC8136787,12,Caenorhabditis elegans,6239,Shotgun proteomics,CC BY-NC,MZXML;RAW,False,False,False,False,False
PXD023595,33613605.0,PMC7893089,12,Nicotiana tabacum (common tobacco),4097,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023680,33980814.0,PMC8116340,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024919,34455931.0,PMC8409761,12,Allobaculum sp.,1872463,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008798,34551310.0,PMC9202523,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD027102,34572998.0,PMC8465041,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021768,35013237.0,PMC8748497,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD026329,34465866.0,PMC8807392,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029588,35222334.0,PMC8866557,12,Mycobacterium smegmatis (strain atcc 700084 / mc(2)155),246196,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028154,34768929.0,PMC8584267,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028335,34711841.0,PMC8553750,12,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029012,34943907.0,PMC8699457,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027747,34876572.0,PMC8651690,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD030006,34999732.0,PMC8837538,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029692,34907161.0,PMC8671429,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018546,32908168.0,PMC7481182,12,Panicum virgatum (switchgrass),38727,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018547,32908168.0,PMC7481182,12,Panicum virgatum (switchgrass),38727,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023694,35354790.0,PMC8967832,12,Sus scrofa (pig); Mus musculus (mouse),9823; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029571,35030987.0,PMC8765078,12,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015621,34545810.0,PMC8545398,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028284,34678314.0,PMC8591507,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD020109,33099724.0,PMC7666585,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028359,34831095.0,PMC8616528,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018425,32454065.0,PMC7680721,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,MZXML;RAW,False,False,False,False,False
PXD029289,34885884.0,PMC8659199,12,Sesamum indicum; Trifolium pratense; Linum usitatissimum,4182; 57577; 4006,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD028515,34576246.0,PMC8468249,12,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028512,34750370.0,PMC8576037,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD023133,35020422.0,PMC8754301,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,MZML;RAW,False,False,False,False,False
PXD023376,34707096.0,PMC8551227,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028288,34678314.0,PMC8591507,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028779,34993140.0,PMC8724304,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024639,33981677.0,PMC8107388,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024645,33872597.0,PMC8131924,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024726,34046180.0,PMC8136324,12,Prochlorococcus sp.,1220,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025024,34125917.0,PMC8266599,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025685,34003260.0,PMC8631074,12,Latrodectus hesperus (western black widow spider); Parasteatoda tepidariorum,256737; 114398,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025663,34128081.0,PMC8270882,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;MZXML;RAW,False,False,False,False,False
PXD026299,34956370.0,PMC8702357,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MS2;RAW,False,False,False,False,False
