source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-FVB_ISO_Heart_Cyto_d05	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 2	FVB_ISO_Heart_Cyto_d05_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d05_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	959245b484f2853275089219add0f325a90043fdba553ca1a2bb1ba99a56b2d6	SAMEA7712476
PXD002870-FVB_ISO_Heart_Cyto_d07	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 2	FVB_ISO_Heart_Cyto_d07_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d07_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	58baa7527b72c2a4892d2a94e8d88bfbca075c6809808c40f6a80d3f160c27bf	SAMEA7712477
PXD002870-FVB_ISO_Heart_Cyto_d10	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 2	FVB_ISO_Heart_Cyto_d10_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d10_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	9ad5b37a3da79f5ec2e504c214842afbeaa386b8cea641c73bfa0665f350caaf	SAMEA7712478
PXD002870-FVB_ISO_Heart_Cyto_d14	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 2	FVB_ISO_Heart_Cyto_d14_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d14_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	1620dbe413866b523cfc22a5ca138fdf0280adfc7ffacdf8304e55486f40b398	SAMEA7712479
PXD002870-BALB_ISO_Heart_Cyto_d01	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d01_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d01_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	4811608e7b35fe0c9839de720d95e4150e3bfbb1803e3db52dbae3dbad894b75	SAMEA7712421
PXD002870-BALB_ISO_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	3ecfdbe041fe44ed7775e6458487e9223408e49ef3e9f6c2bc5e63be31c9408f	SAMEA7712422
PXD002870-BALB_ISO_Heart_Cyto_d05	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d05_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d05_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	e7be3011b73d89eafc5263958fa1476dca95797a5f85307c5ec55df0b8eef182	SAMEA7712423
PXD002870-BALB_ISO_Heart_Cyto_d07	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d07_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d07_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	da04295815388107b7cb9f58ea8e7655734d0548832f4d105679b89871af10df	SAMEA7712424
PXD002870-BALB_ISO_Heart_Cyto_d10	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d10_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d10_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	035fe8c6634697ab47b61ef89e90a6ee551be74be8f93fb93b2617a481592339	SAMEA7712425
PXD002870-BALB_ISO_Heart_Cyto_d14	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 3	BALB_ISO_Heart_Cyto_d14_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d14_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	9ab412c55b2ad4d06d4ab6b92391ce035e19ef1a950fc956ec78ee495263888d	SAMEA7712426
PXD002870-C57_CTRL_Heart_Cyto_d00	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d00_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d00_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	bef237cfcc64c056041db5ebd7dca808226372871340540cb191ddd5241602b1	SAMEA7712427
PXD002870-C57_CTRL_Heart_Cyto_d01	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d01_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d01_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	b894ce987e0ac0b543f2994309b0365bde241fc733033cd8cb1a58d1290496b4	SAMEA7712428
PXD002870-C57_CTRL_Heart_Cyto_d03	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	bc98fdd57d83bd7fca831270d3a0bbf30f23046548bd316e6c4338188d436c7f	SAMEA7712429
PXD002870-C57_CTRL_Heart_Cyto_d05	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d05_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d05_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	9755607778877ee8908c301e2334b35e9b98f91718c8b5b53aeb86f394d56a86	SAMEA7712430
PXD002870-C57_CTRL_Heart_Cyto_d07	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d07_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d07_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	e56e8d1adbbf6eadd4083f6e84ac029a7ba7b6dc7cec3715d9e34157e515eaf2	SAMEA7712431
PXD002870-C57_CTRL_Heart_Cyto_d10	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d10_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d10_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	4f15b49f7e162dde44f73836cf19021a957ef943b29f3b93dc7fccc2212ca29c	SAMEA7712432
PXD002870-C57_CTRL_Heart_Cyto_d14	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 3	C57_CTRL_Heart_Cyto_d14_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Cyto_d14_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	777da0225f665dd487bce864a6ee3867c88372b0467834a5cbe00e7c19a9d998	SAMEA7712433
PXD002870-C57_ISO_Heart_Cyto_d01	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d01_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d01_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	07c4c4a326aa450bd96f2ce170fe44f99fb7cc104274b6cd027f39f038d87e29	SAMEA7712434
PXD002870-C57_ISO_Heart_Cyto_d03	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	9b4a529d1aada4353f890046a0ebf9388cff508b28d188f2b36748d4f6ce25d5	SAMEA7712435
PXD002870-C57_ISO_Heart_Cyto_d05	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d05_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d05_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	8c07db7c147f5aac16870b1ba81a37b2c98b04c5fb5736a075ace15d966bc062	SAMEA7712436
PXD002870-C57_ISO_Heart_Cyto_d07	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d07_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d07_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	4f3e4457a91912ab88345d84b4b05fde86826fdcbfcead07de360d96ce181c71	SAMEA7712437
PXD002870-C57_ISO_Heart_Cyto_d10	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d10_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d10_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	f52997a6f01aed96cfae87e3b218e665190ac63f6b951d3550d512e0cc24d50c	SAMEA7712438
PXD002870-C57_ISO_Heart_Cyto_d14	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d14_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d14_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	547bf20be11c339d2202fb4f402ac214affb0a5dce6436a76474aa1c25577c47	SAMEA7712439
PXD002870-C57_ISO_Heart_Cyto_d14	Mus musculus	C57BL/6J	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 3	C57_ISO_Heart_Cyto_d14-2_A03.raw	2	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Cyto_d14-2_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	547bf20be11c339d2202fb4f402ac214affb0a5dce6436a76474aa1c25577c47	SAMEA7712439
PXD002870-CEJ_CTRL_Heart_Cyto_d00	Mus musculus	CE/J	Heart	cardiac	Cytosol	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 3	CEJ_CTRL_Heart_Cyto_d00_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Cyto_d00_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	2e7ee44027b0a5cbfde1b9ff1f0ccbc5109d5181f210f8e41c0b502728ad13d6	SAMEA7712440
PXD002870-CEJ_CTRL_Heart_Cyto_d01	Mus musculus	CE/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 3	CEJ_CTRL_Heart_Cyto_d01_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Cyto_d01_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	f3e8908dbb3b0d942d5f1a1d24f89bf45929ff927997cf600e233670ccbd9e32	SAMEA7712441
PXD002870-CEJ_CTRL_Heart_Cyto_d03	Mus musculus	CE/J	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 3	CEJ_CTRL_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	35b456d6869cb7ba1df0c8af68d7cc7b683df08fe5e5d59fa58def8be6b739a2	SAMEA7712442
