source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-119	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_MFG383_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-120	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171113_JMM_CN405_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-121	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_IPL383_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-122	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171025_JMM_VC146_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-123	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-124	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_A405_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-125	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171113_JMM_CN405_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-126	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-127	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_IPL405_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-128	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_STG146_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-129	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171116_JMM_STG405_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-130	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-131	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_EC405_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-132	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-133	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_EC405_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-134	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_A383_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-135	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_MFG383_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-136	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-137	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_4_20171030224557.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-138	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_EC146_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-139	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-140	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171115_JMM_MFG405_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-141	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171019_JMM_T146_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-142	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171113_JMM_CN405_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-143	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_MFG146_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-144	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171019_JMM_T146_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-145	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-146	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_A146_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-147	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 147	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_A383_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-148	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 148	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171115_JMM_MFG405_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-149	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 149	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_11_20171031093221.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-150	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 150	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_VC405_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-151	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 151	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-152	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 152	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-153	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 153	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_A405_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
