field,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
disease_state,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.13793103448275856
cell_type,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.1935483870967742
cell_line,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
sex,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.782608695652174
age,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
sample_source,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
anatomic_site_tumor,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,1.0
BMI,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
strain,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.41176470588235303
developmental_stage,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
ethnicity,biological,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
acquisition_method,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.5454545454545456
instrument,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
labeling,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,1.0
fragmentation_method,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.3999999999999999
cleavage_agent,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
enrichment_method,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.3999999999999999
fractionation_method,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
reduction_reagent,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
alkylation_reagent,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
collision_energy,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.5454545454545456
ionization_type,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.8
mass_analyzer,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.13793103448275856
alkylation_concentration,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,6.938893903907228e-17
reduction_concentration,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,6.938893903907228e-17
ptm,technical,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.5454545454545456
number_of_biological_replicates,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.19999999999999996
number_of_technical_replicates,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
number_of_fractions,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.7368421052631581
factor_value,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.05405405405405403
experimental_design,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
number_of_samples,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.2857142857142855
biological_replicate,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
technical_replicate,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,
technology_type,experimental_design,HarmonizedHuman,Annotator3,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
species,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
tissue,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
disease_state,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,1.0
cell_type,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,-3.3306690738754706e-16
cell_line,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,1.0
sex,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
age,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
sample_source,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
anatomic_site_tumor,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
BMI,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
strain,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.39999999999999986
developmental_stage,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
ethnicity,biological,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
acquisition_method,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,1.0
instrument,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
labeling,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,1.0
fragmentation_method,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
cleavage_agent,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
enrichment_method,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,-8.326672684688674e-17
fractionation_method,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
reduction_reagent,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
alkylation_reagent,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
collision_energy,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
ionization_type,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.39999999999999986
mass_analyzer,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
alkylation_concentration,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
reduction_concentration,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
ptm,technical,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
number_of_biological_replicates,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
number_of_technical_replicates,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,-3.3306690738754706e-16
number_of_fractions,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
factor_value,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,0.0
experimental_design,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
number_of_samples,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,-8.326672684688674e-17
biological_replicate,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
technical_replicate,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,
technology_type,experimental_design,HarmonizedHuman,Annotator4,HarmonizedHuman vs. Single/MultiHuman annotator,3,1.0
species,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.4
tissue,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.18181818181818182
disease_state,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
cell_type,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
cell_line,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
sex,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
age,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
sample_source,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
anatomic_site_tumor,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
BMI,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
strain,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.7272727272727271
developmental_stage,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
ethnicity,biological,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
acquisition_method,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.3720930232558139
instrument,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
labeling,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.7804878048780487
fragmentation_method,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,-8.326672684688674e-17
cleavage_agent,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
enrichment_method,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
fractionation_method,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
reduction_reagent,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.4
alkylation_reagent,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
collision_energy,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
ionization_type,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.5263157894736842
mass_analyzer,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,-8.326672684688674e-17
alkylation_concentration,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,-6.245004513516506e-17
reduction_concentration,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,-6.245004513516506e-17
ptm,technical,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
number_of_biological_replicates,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,1.0
number_of_technical_replicates,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
number_of_fractions,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.25
factor_value,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
experimental_design,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
number_of_samples,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.7804878048780487
biological_replicate,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
technical_replicate,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,
technology_type,experimental_design,HarmonizedHuman,Annotator5,HarmonizedHuman vs. Single/MultiHuman annotator,9,0.0
species,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
tissue,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846155
disease_state,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,1.0
cell_type,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.3999999999999999
cell_line,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,1.0
sex,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
age,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
sample_source,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
anatomic_site_tumor,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
BMI,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
strain,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
developmental_stage,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
ethnicity,biological,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
acquisition_method,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.7368421052631581
instrument,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,
labeling,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.4444444444444444
fragmentation_method,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.1935483870967742
cleavage_agent,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,1.0
enrichment_method,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.2857142857142855
fractionation_method,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
reduction_reagent,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
alkylation_reagent,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.2857142857142855
collision_energy,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.05405405405405403
ionization_type,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.41176470588235303
mass_analyzer,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6000000000000001
alkylation_concentration,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,3.0839528461809905e-17
reduction_concentration,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,3.0839528461809905e-17
ptm,technical,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
number_of_biological_replicates,experimental_design,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
number_of_technical_replicates,experimental_design,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
number_of_fractions,experimental_design,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.0
factor_value,experimental_design,HarmonizedHuman,Annotator6,HarmonizedHuman vs. Single/MultiHuman annotator,10,0.6153846153846153
