source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009602-Sample-199	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 199	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_24_HLA-class_I_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-200	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 200	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-201	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 201	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_34_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-202	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 202	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_CRC_malignant_R1_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-203	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 203	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-204	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 204	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-205	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 205	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_CRC_malignant_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-206	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 206	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-207	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 207	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_I_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-208	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 208	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-209	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 209	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_27_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-210	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 210	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_I_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-211	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 211	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_9_HLA-class_I_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-212	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 212	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_31_HLA-class_II_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-213	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 213	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_10_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-214	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 214	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-215	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 215	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_13_HLA-class_II_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-216	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 216	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-217	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 217	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_28_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-218	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 218	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_1_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-219	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 219	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_2_HLA-class_I_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-220	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 220	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-221	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 221	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_R2_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-222	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 222	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-223	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 223	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_27_HLA-class_I_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-224	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 224	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_30_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-225	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 225	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_34_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-226	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 226	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_CRC_malignant_R2_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-227	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 227	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_29_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-228	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 228	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-229	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 229	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_16_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-230	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 230	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-231	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 231	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-232	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 232	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_1_HLA-class_I_CRC_malignant_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-233	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 233	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_16_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-234	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 234	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_3_HLA-class_I_CRC_malignant_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-235	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 235	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_II_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-236	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 236	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-237	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 237	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_II_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-238	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 238	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_II_NMT_benign_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-239	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 239	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-240	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 240	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-241	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 241	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-242	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 242	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_2_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-243	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 243	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_II_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
